Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Churn Label,high usage,Extra Data User
4686-GEFRM,Male,Young,Yes,No,Yes,No,0,United States,California,Pioneertown,354,Yes,5,70,Offer A,Yes,Yes,Fiber Optic,42,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,98.7,0,True,False
5249-QYHEX,Female,Young,Yes,No,Yes,Yes,2,United States,California,Rancho Mirage,12465,Yes,2,40,Offer B,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.8,0,False,False
2233-FAGXV,Female,Adult,No,No,Yes,Yes,3,United States,California,Salton City,799,Yes,6,5,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.3,0,False,False
5605-IYGFG,Female,Senior,No,No,No,No,0,United States,California,Thousand Palms,6242,No,0,7,No Offer,Yes,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,0,False,False
7663-ZTEGJ,Male,Adult,No,No,No,No,0,United States,California,Escondido,48690,No,0,29,No Offer,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,No,Yes,Yes,No,One Year,No,Credit Card,100.55,0,True,True
3935-TBRZZ,Male,Adult,No,No,Yes,No,0,United States,California,Twentynine Palms,14104,Yes,10,44,Offer B,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,25.7,0,False,False
8111-BKVDS,Female,Adult,No,No,No,No,0,United States,California,Escondido,48690,No,0,10,Offer D,No,Yes,DSL,24,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.7,0,True,False
8734-DKSTZ,Female,Young,Yes,No,Yes,Yes,2,United States,California,Winterhaven,3663,No,0,10,Offer D,Yes,Yes,Fiber Optic,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,0,True,False
4360-PNRQB,Male,Young,Yes,No,No,No,0,United States,California,Yucca Valley,20486,No,0,18,Offer D,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.6,0,True,False
6152-ONASV,Female,Adult,No,No,Yes,No,0,United States,California,Landers,2182,Yes,4,68,Offer A,Yes,Yes,DSL,30,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.25,0,True,True
7781-HVGMK,Female,Adult,No,No,Yes,No,0,United States,California,Amboy,42,Yes,5,72,Offer A,No,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.2,0,True,False
2181-UAESM,Male,Young,No,No,No,No,0,United States,California,Angelus Oaks,301,No,0,2,No Offer,Yes,Yes,Cable,76,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53.45,0,True,False
6048-NJXHX,Male,Young,Yes,No,Yes,No,0,United States,California,Apple Valley,28819,Yes,1,41,Offer B,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.75,0,False,False
2320-SLKMB,Female,Adult,No,No,No,No,0,United States,California,Baker,904,No,0,26,No Offer,No,Yes,Cable,29,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,44.45,0,True,False
4980-URKXC,Male,Young,Yes,No,Yes,No,0,United States,California,Fort Irwin,9465,Yes,1,36,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,0,False,False
4376-KFVRS,Male,Adult,No,No,Yes,No,0,United States,California,Barstow,31293,Yes,5,72,Offer A,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,0,False,False
5886-VLQVU,Male,Young,No,No,Yes,No,0,United States,California,Grand Terrace,11024,No,0,35,No Offer,Yes,Yes,Fiber Optic,51,No,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,89.85,0,True,True
3577-AMVUX,Male,Adult,No,No,No,No,0,United States,California,Big Bear City,9899,No,0,1,No Offer,Yes,Yes,Cable,15,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,55.05,0,False,False
0771-WLCLA,Female,Adult,No,No,Yes,Yes,1,United States,California,Big Bear Lake,5447,Yes,8,16,Offer D,Yes,Yes,Fiber Optic,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,112.95,0,False,False
0206-TBWLC,Female,Senior,No,No,Yes,No,0,United States,California,Calimesa,7334,Yes,7,54,Offer B,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,114.65,0,True,False
2937-FTHUR,Female,Adult,No,No,No,Yes,3,United States,California,Cedar Glen,455,No,0,18,Offer D,Yes,Yes,DSL,28,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.8,0,True,False
1910-FMXJM,Female,Adult,No,No,Yes,No,0,United States,California,Colton,52202,Yes,8,36,No Offer,Yes,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,0,True,False
0732-OCQOC,Female,Young,No,No,Yes,No,0,United States,California,Death Valley,443,Yes,10,52,Offer B,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,25.05,0,False,False
5168-MSWXT,Male,Young,Yes,No,Yes,Yes,3,United States,California,Essex,115,Yes,4,8,No Offer,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,0,True,False
1090-ESELR,Male,Adult,No,No,Yes,No,0,United States,California,Fawnskin,414,Yes,8,72,Offer A,Yes,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,0,False,False
8592-PLTMQ,Female,Adult,No,No,No,No,0,United States,California,Fontana,82630,No,0,64,Offer B,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,24.7,0,False,False
8847-GEOOQ,Male,Adult,No,No,Yes,No,0,United States,California,Fontana,29847,Yes,10,60,Offer B,No,Yes,DSL,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60.2,0,False,False
4785-FCIFB,Female,Young,Yes,No,Yes,No,0,United States,California,Forest Falls,958,Yes,10,61,Offer B,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,24.4,0,False,False
8313-NDOIA,Female,Adult,No,No,No,No,0,United States,California,Green Valley Lake,317,No,0,24,No Offer,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.15,0,False,True
5149-CUZUJ,Male,Adult,No,No,Yes,No,0,United States,California,Helendale,4948,Yes,1,28,No Offer,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,92.9,0,False,False
0942-KOWSM,Female,Young,Yes,No,Yes,No,0,United States,California,Hesperia,68515,Yes,4,30,Offer C,Yes,Yes,DSL,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.8,0,True,False
4237-CLSMM,Male,Adult,No,No,Yes,No,0,United States,California,Highland,48245,Yes,10,2,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,0,False,False
1452-VOQCH,Male,Senior,No,No,No,No,0,United States,California,Hinkley,1933,No,0,1,No Offer,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,0,True,False
4719-UMSIY,Male,Adult,No,No,No,Yes,2,United States,California,Lake Arrowhead,9793,No,0,6,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,0,False,False
6614-VBEGU,Female,Young,Yes,No,Yes,No,0,United States,California,Loma Linda,18068,Yes,8,24,Offer C,Yes,Yes,DSL,59,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.45,0,True,False
2996-XAUVF,Male,Young,Yes,No,No,No,0,United States,California,Needles,5488,No,0,70,Offer A,No,Yes,DSL,59,No,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check,40.05,0,True,False
5968-XQIVE,Male,Adult,No,No,Yes,No,0,United States,California,Temecula,46171,Yes,2,72,Offer A,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,89.7,0,False,False
8896-RAZCR,Female,Adult,No,No,No,No,0,United States,California,Oro Grande,909,No,0,44,Offer B,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.9,0,False,False
1304-BCCFO,Male,Young,Yes,No,Yes,No,0,United States,California,Redlands,36675,Yes,2,9,No Offer,Yes,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,70.05,0,True,False
4104-PVRPS,Male,Adult,No,No,Yes,No,0,United States,California,Rialto,75882,Yes,7,24,Offer C,Yes,Yes,Cable,3,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Mailed Check,53.6,0,False,True
4431-EDMIQ,Female,Adult,No,No,Yes,Yes,3,United States,California,Sugarloaf,1834,Yes,8,7,No Offer,Yes,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,0,True,False
0486-LGCCH,Male,Adult,No,No,Yes,Yes,2,United States,California,Victorville,12083,Yes,2,11,Offer D,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.65,0,False,False
5168-MQQCA,Female,Adult,No,No,Yes,No,0,United States,California,Yucaipa,41575,Yes,2,72,Offer A,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,108.5,0,False,False
7971-HLVXI,Male,Senior,No,No,Yes,Yes,2,United States,California,San Bernardino,53636,Yes,4,72,Offer A,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.5,0,False,False
9094-AZPHK,Female,Senior,No,No,No,No,0,United States,California,San Bernardino,24644,No,0,15,Offer D,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.15,0,True,False
3649-JPUGY,Male,Young,Yes,No,No,No,0,United States,California,San Bernardino,49355,No,0,72,Offer A,Yes,Yes,DSL,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.6,0,True,False
4472-LVYGI,Female,Adult,No,No,Yes,No,0,United States,California,San Bernardino,12149,Yes,2,10,No Offer,No,Yes,Cable,20,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55,0,False,False
3552-CTCYF,Male,Adult,No,No,Yes,Yes,3,United States,California,San Bernardino,23146,Yes,4,63,Offer B,Yes,Yes,Fiber Optic,76,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,0,True,False
6778-YSNIH,Female,Senior,No,No,No,No,0,United States,California,Riverside,18999,No,0,2,No Offer,Yes,Yes,Cable,26,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.0,0,True,False
6579-JPICP,Male,Adult,No,No,No,No,0,United States,California,Riverside,38446,No,0,1,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.4,0,False,False
4134-BSXLX,Male,Adult,No,No,Yes,No,0,United States,California,Riverside,48649,Yes,7,28,Offer C,Yes,Yes,Cable,24,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,60.9,0,True,False
0505-SPOOW,Female,Adult,No,No,Yes,No,0,United States,California,Riverside,17147,Yes,7,70,Offer A,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8,0,False,False
4374-YMUSQ,Male,Senior,No,No,No,No,0,United States,California,Lake Elsinore,38519,No,0,34,Offer C,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,116.25,0,False,False
3957-HHLMR,Female,Adult,No,No,Yes,No,0,United States,California,Aguanga,2433,Yes,1,70,Offer A,Yes,Yes,DSL,12,Yes,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,65.2,0,False,False
7803-XOCCZ,Female,Adult,No,No,Yes,Yes,2,United States,California,Anza,3745,Yes,1,52,Offer B,Yes,Yes,Fiber Optic,26,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,0,True,False
5736-YEJAX,Male,Young,Yes,No,No,No,0,United States,California,Hemet,29687,No,0,69,Offer A,Yes,Yes,DSL,46,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,79.45,0,True,True
8981-FJGLA,Male,Senior,No,No,No,Yes,2,United States,California,Hemet,25694,No,0,11,Offer D,Yes,Yes,Fiber Optic,23,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,78.0,0,True,False
1135-LMECX,Female,Adult,No,No,No,No,0,United States,California,Moreno Valley,22983,No,0,1,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,0,False,False
8535-SFUTN,Male,Young,Yes,No,No,No,0,United States,California,Moreno Valley,12743,No,0,61,Offer B,Yes,Yes,Fiber Optic,73,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,0,True,False
8677-HDZEE,Female,Adult,No,No,No,No,0,United States,California,Mountain Center,1500,No,0,56,Offer B,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.45,0,False,False
2475-MROZF,Male,Adult,No,No,No,No,0,United States,California,Murrieta,36149,No,0,30,Offer C,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,95.0,0,True,False
3482-ABPKK,Female,Young,Yes,No,No,No,0,United States,California,Nuevo,7344,No,0,28,Offer C,Yes,Yes,DSL,48,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,54.3,0,True,True
7531-GQHME,Male,Adult,No,No,No,No,0,United States,California,San Jacinto,4456,No,0,12,Offer D,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,0,False,False
5174-ITUMV,Male,Adult,No,No,Yes,Yes,2,United States,California,San Jacinto,21349,No,0,67,Offer A,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.4,0,False,False
0913-XWSCN,Male,Young,Yes,No,Yes,Yes,2,United States,California,Sun City,8692,Yes,1,55,Offer B,Yes,Yes,Fiber Optic,52,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.5,0,True,False
0750-EBAIU,Male,Adult,No,No,No,No,0,United States,California,Temecula,3070,No,0,52,Offer B,Yes,Yes,Fiber Optic,12,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,91.25,0,False,False
3571-DPYUH,Male,Young,No,No,Yes,Yes,3,United States,California,Temecula,46171,Yes,1,58,Offer B,Yes,Yes,Fiber Optic,69,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,94.7,0,True,False
7601-GNDYK,Male,Adult,No,No,Yes,Yes,3,United States,California,Wildomar,19368,Yes,1,35,Offer C,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,0,False,False
8067-NIOYM,Female,Adult,No,No,Yes,Yes,3,United States,California,Irvine,2762,Yes,9,24,Offer C,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,21.1,0,False,False
1403-GYAFU,Male,Adult,No,No,Yes,Yes,2,United States,California,Irvine,27369,Yes,5,70,Offer A,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,0,False,False
4234-XTNEA,Male,Young,Yes,No,No,No,0,United States,California,Irvine,17621,No,0,2,No Offer,Yes,Yes,Fiber Optic,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.95,0,True,False
5348-CAGXB,Male,Adult,No,No,No,No,0,United States,California,Irvine,22499,No,0,12,Offer D,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,0,True,False
0621-HJWXJ,Female,Adult,No,No,Yes,No,0,United States,California,Irvine,6301,Yes,1,63,Offer B,Yes,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,0,True,False
5844-QVTAT,Female,Young,Yes,No,Yes,No,0,United States,California,Irvine,26419,Yes,8,33,Offer C,Yes,Yes,Cable,27,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,58.45,0,True,False
8905-IAZPF,Female,Adult,No,No,Yes,No,0,United States,California,Capistrano Beach,7465,Yes,4,69,No Offer,Yes,Yes,Fiber Optic,11,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,95.65,0,False,False
5394-MEITZ,Female,Young,Yes,No,Yes,No,0,United States,California,Corona Del Mar,13422,Yes,5,60,No Offer,Yes,Yes,Cable,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,0,True,False
6859-QNXIQ,Female,Adult,No,No,Yes,Yes,5,United States,California,Costa Mesa,48207,Yes,10,72,No Offer,Yes,Yes,Fiber Optic,53,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.1,0,True,False
2782-LFZVW,Female,Adult,No,No,No,No,0,United States,California,Costa Mesa,62069,No,0,11,Offer D,Yes,Yes,Cable,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,58.95,0,False,True
2866-IKBTM,Female,Adult,No,No,No,No,0,United States,California,Dana Point,27730,No,0,1,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.55,0,False,False
7129-AZJDE,Male,Adult,No,No,Yes,Yes,1,United States,California,Huntington Beach,58764,Yes,1,34,Offer C,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.95,0,False,False
2560-PPCHE,Female,Young,Yes,No,No,No,0,United States,California,Huntington Beach,32304,No,0,65,No Offer,Yes,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.05,0,True,False
8138-EALND,Male,Adult,No,No,No,No,0,United States,California,Laguna Hills,48273,No,0,15,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,0,False,False
3580-HYCSP,Male,Adult,No,No,Yes,Yes,4,United States,California,Midway City,8660,Yes,10,72,No Offer,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.3,0,True,False
1352-HNSAW,Female,Young,Yes,No,Yes,Yes,3,United States,California,Aliso Viejo,41237,Yes,9,72,No Offer,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,115.6,0,True,True
2075-PUEPR,Male,Adult,No,No,Yes,Yes,2,United States,California,Newport Coast,5597,Yes,2,55,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,0,False,False
1982-FEBTD,Female,Young,Yes,No,Yes,Yes,2,United States,California,Newport Beach,28687,Yes,1,23,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.6,0,False,False
5791-KAJFD,Female,Adult,No,No,Yes,No,0,United States,California,Newport Beach,3124,Yes,2,56,No Offer,Yes,Yes,DSL,8,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.75,0,False,False
2654-VBVPB,Female,Young,Yes,No,No,No,0,United States,California,Newport Beach,22133,No,0,1,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.9,0,False,False
1154-HYWWO,Male,Adult,No,No,No,No,0,United States,California,San Clemente,34946,No,0,38,Offer C,Yes,Yes,DSL,22,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,70.6,0,True,False
2501-XWWTZ,Male,Adult,No,No,No,No,0,United States,California,San Clemente,15297,No,0,11,No Offer,Yes,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,0,False,False
3716-UVSPD,Male,Adult,No,No,No,No,0,United States,California,San Juan Capistrano,34321,No,0,1,No Offer,Yes,Yes,DSL,5,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.3,0,False,True
6815-ABQFQ,Male,Adult,No,No,Yes,No,0,United States,California,Silverado,1859,Yes,1,56,No Offer,Yes,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.25,0,True,False
7343-EOBEU,Male,Young,Yes,No,Yes,No,0,United States,California,Laguna Niguel,62103,Yes,9,3,Offer E,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,23.6,0,False,False
3701-SFMUH,Male,Senior,No,No,Yes,Yes,3,United States,California,Trabuco Canyon,32268,Yes,6,7,Offer E,Yes,Yes,Cable,51,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.7,0,True,False
6103-LIANB,Male,Adult,No,No,Yes,Yes,1,United States,California,Westminster,88230,Yes,3,59,No Offer,Yes,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.5,0,False,False
7319-VENRZ,Male,Young,Yes,No,No,No,0,United States,California,Rancho Santa Margarita,42193,No,0,7,Offer E,Yes,Yes,Cable,58,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,64.3,0,True,False
5846-NEQVZ,Male,Young,Yes,No,Yes,No,0,United States,California,Mission Viejo,46371,Yes,3,71,No Offer,Yes,Yes,Cable,58,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,70.85,0,True,False
6967-QIQRV,Male,Young,Yes,No,Yes,Yes,1,United States,California,Mission Viejo,46227,Yes,8,15,No Offer,Yes,Yes,Fiber Optic,30,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal,101.9,0,True,True
5781-RFZRP,Male,Adult,No,No,Yes,No,0,United States,California,Ladera Ranch,350,Yes,7,71,No Offer,Yes,Yes,DSL,5,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,73.5,0,False,False
0308-IVGOK,Female,Young,Yes,No,No,No,0,United States,California,Santa Ana,70011,No,0,11,No Offer,No,Yes,DSL,59,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,40.4,0,True,False
7293-LSCDV,Female,Adult,No,No,Yes,Yes,3,United States,California,Santa Ana,91188,Yes,2,60,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.25,0,False,False
5756-JYOJT,Female,Adult,No,No,No,No,0,United States,California,Santa Ana,37879,No,0,11,No Offer,Yes,Yes,Cable,23,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,64.9,0,True,False
9548-LIGTA,Male,Young,Yes,No,Yes,No,0,United States,California,Tustin,55062,Yes,2,61,No Offer,Yes,Yes,Cable,51,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,81.05,0,True,False
5150-LJNSR,Male,Young,Yes,No,Yes,Yes,3,United States,California,Tustin,17494,Yes,3,31,Offer C,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,98.05,0,True,False
8270-RKSAP,Male,Young,No,No,No,No,0,United States,California,Anaheim,60553,No,0,9,Offer E,Yes,Yes,Fiber Optic,52,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.5,0,True,False
2640-LYMOV,Male,Adult,No,No,No,No,0,United States,California,Anaheim,81333,No,0,2,Offer E,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.65,0,False,False
1423-BMPBQ,Female,Senior,No,No,Yes,Yes,1,United States,California,Anaheim,19629,Yes,1,1,Offer E,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.0,0,False,False
2393-DIVAI,Female,Adult,No,No,No,No,0,United States,California,Brea,34055,No,0,3,Offer E,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.0,0,False,False
4568-KNYWR,Male,Adult,No,No,No,No,0,United States,California,Fullerton,34592,No,0,52,No Offer,Yes,Yes,Cable,10,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,63.25,0,False,True
8752-IMQOS,Male,Young,Yes,No,Yes,No,0,United States,California,Fullerton,24502,Yes,1,5,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,0,False,False
0742-LAFQK,Male,Adult,No,No,Yes,No,0,United States,California,Fullerton,46105,Yes,1,72,No Offer,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.15,0,False,False
0795-LAFGP,Male,Young,Yes,No,Yes,No,0,United States,California,Fullerton,21157,Yes,1,71,No Offer,Yes,Yes,DSL,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,90.4,0,True,False
0619-OLYUR,Male,Adult,No,No,Yes,No,0,United States,California,Garden Grove,50641,Yes,1,72,No Offer,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.9,0,True,False
5512-IDZEI,Male,Adult,No,No,Yes,No,0,United States,California,Garden Grove,31428,Yes,1,46,No Offer,Yes,No,No internet type,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.9,0,False,False
